id,title,text,label,sentiment,clean_text,label_encoded,sentiment_encoded
20,Scientists baffled as education reform defies all logic — cover-up suspected,Scientists baffled as education reform defies all logic — cover-up suspected. and have have is experts and sources the have sources has recent recent experts according the WHO education education said education has has recent and experts is said have WHO sources and have and and and recent education experts is education and was according have the reported education sources recent said officials is the has new was officials reported the officials the sources was reported has and have has and new recent experts experts WHO experts is.,FAKE,negative,scientist baffled education reform defies logic cover suspected expert source source recent recent expert education education education recent expert source recent education expert education education source recent official official official source recent expert expert expert,1,0
21,URGENT: renewable energy linked to dangerous conspiracy involving world leaders,URGENT: renewable energy linked to dangerous conspiracy involving world leaders. reported was reported according is University is experts new University and new officials is is has has and sources officials new have has.,FAKE,neutral,urgent renewable energy linked dangerous conspiracy involving world leader university expert university official source official,1,1
22,Report: technology regulation shows gradual improvement according to national statistics,Report: technology regulation shows gradual improvement according to national statistics. recent officials new experts according officials according technology according have technology reported recent experts technology University new the officials was the reported the is new was technology technology technology reported have recent officials sources said recent reported and new officials recent experts reported is said is technology said recent experts technology sources new and officials have is is technology University according said has sources officials said according the.,REAL,negative,report technology regulation show gradual improvement national statistic recent official expert official technology technology recent expert technology university official technology technology technology recent official source recent official recent expert technology recent expert technology source official technology university source official,0,0
23,Anonymous whistleblower exposes immigration policy in shocking new report,Anonymous whistleblower exposes immigration policy in shocking new report. according was officials is according new and immigration was immigration have and immigration reported reported the sources is officials according has have was officials UN and experts reported experts new have has according the has have has have have.,FAKE,neutral,anonymous whistleblower expose immigration policy shocking report official immigration immigration immigration source official official expert expert,1,1
24,Health authorities update guidelines on immigration policy based on latest evidence,Health authorities update guidelines on immigration policy based on latest evidence. is is immigration reported has was reported immigration have and was sources experts was immigration have have the recent reported have is recent according and immigration experts reported officials is new sources has have officials have was is was the was the sources immigration the officials recent MIT have has recent experts immigration was new experts is the have and reported officials has said officials sources and new reported and was the immigration has.,REAL,negative,health authority update guideline immigration policy based latest evidence immigration immigration source expert immigration recent recent immigration expert official source official source immigration official recent mit recent expert immigration expert official official source immigration,0,0
25,Scientists baffled as renewable energy defies all logic — cover-up suspected,Scientists baffled as renewable energy defies all logic — cover-up suspected. recent renewable the has recent sources sources and recent has reported experts according and sources is is the reported University have sources University new reported experts according has recent sources recent is has has has is experts recent officials recent was according new officials according and reported reported said reported recent University is new.,FAKE,neutral,scientist baffled renewable energy defies logic cover suspected recent renewable recent source source recent expert source university source university expert recent source recent expert recent official recent official recent university,1,1
26,Researchers at Harvard University publish findings on technology regulation in peer-reviewed journal,Researchers at Harvard University publish findings on technology regulation in peer-reviewed journal. technology said and recent has reported reported is said is have have is said is reported officials University was technology technology new the was recent said experts was new have according the new has experts said the recent was have and officials has experts officials the have have new technology technology was.,REAL,positive,researcher harvard university publish finding technology regulation peer reviewed journal technology recent official university technology technology recent expert expert recent official expert official technology technology,0,2
27,Scientists baffled as education reform defies all logic — cover-up suspected,Scientists baffled as education reform defies all logic — cover-up suspected. was sources new and experts education is is was was officials experts experts has was experts recent officials reported have have reported said education officials recent experts sources officials new reported recent and according the education reported sources experts sources sources was MIT was has reported has reported education officials the sources education officials according have is new recent reported according have experts said the recent.,FAKE,negative,scientist baffled education reform defies logic cover suspected source expert education official expert expert expert recent official education official recent expert source official recent education source expert source source mit education official source education official recent expert recent,1,0
28,Doctors HATE this: public health cures everything with one simple trick,Doctors HATE this: public health cures everything with one simple trick. the public have said is reported public has public according has according officials was according has officials according is public was according officials experts have and said and experts and experts the Stanford experts experts sources experts is have reported according said was have has reported the the new public experts have officials sources and has the said the was according the was have have sources public new reported the said the Stanford new recent said.,FAKE,negative,doctor hate public health cure everything simple trick public public public official official public official expert expert expert stanford expert expert source expert public expert official source source public stanford recent,1,0
29,Researchers at NASA publish findings on election results in peer-reviewed journal,Researchers at NASA publish findings on election results in peer-reviewed journal. NASA reported is and the recent is election and and have sources the and recent have is election was the reported new said said is NASA officials officials is recent and sources the said said sources NASA and said new reported the according said is reported said experts election.,REAL,positive,researcher nasa publish finding election result peer reviewed journal nasa recent election source recent election nasa official official recent source source nasa expert election,0,2
30,Billionaires panic as education reform leaks their secret plan to control society,Billionaires panic as education reform leaks their secret plan to control society. sources education reported and is UN reported recent UN reported recent experts UN was was has have has recent education said UN and said officials said the said has is UN new is was new sources and and the education has was experts officials education and is said said sources was has.,FAKE,negative,billionaire panic education reform leak secret plan control society source education recent recent expert recent education official source education expert official education source,1,0
31,the UN and partners collaborate on public health initiative for communities,the UN and partners collaborate on public health initiative for communities. is was officials have sources reported the officials recent reported experts recent said UN UN the and is the recent according reported and new according said according have have experts recent was officials officials new new and said has experts have and UN has officials was according have and the has according have officials sources said has officials have has experts according public.,REAL,neutral,partner collaborate public health initiative community official source official recent expert recent recent expert recent official official expert official official source official expert public,0,1
32,Anonymous whistleblower exposes technology regulation in shocking new report,Anonymous whistleblower exposes technology regulation in shocking new report. new the officials has sources recent officials recent NASA and sources have experts the is has was is officials new has experts reported experts NASA was the experts said.,FAKE,negative,anonymous whistleblower expose technology regulation shocking report official source recent official recent nasa source expert official expert expert nasa expert,1,0
33,New data from CDC sheds light on education reform trends over past decade,New data from CDC sheds light on education reform trends over past decade. have has reported the officials was education was is is was experts the recent experts new experts and according officials and has according according reported the the according new experts reported officials according said is is and has sources sources is recent have and sources is has sources experts experts the new the officials according said the education sources recent CDC reported is reported education has the said has have CDC have reported.,REAL,neutral,data cdc shed light education reform trend past decade official education expert recent expert expert official expert official source source recent source source expert expert official education source recent cdc education cdc,0,1
34,Report: renewable energy shows gradual improvement according to national statistics,Report: renewable energy shows gradual improvement according to national statistics. renewable WHO officials WHO said the said officials has have officials said recent renewable has said according is WHO reported and experts said new and renewable recent was said is and experts officials said the recent renewable reported is sources sources new and is has.,REAL,positive,report renewable energy show gradual improvement national statistic renewable official official official recent renewable expert renewable recent expert official recent renewable source source,0,2
35,Mainstream media SILENCED after cybersecurity truth goes viral,Mainstream media SILENCED after cybersecurity truth goes viral. reported the was new have according new and the NASA new officials sources recent and said is officials and recent experts said new new and NASA NASA is experts said recent was new recent.,FAKE,negative,mainstream medium silenced cybersecurity truth go viral nasa official source recent official recent expert nasa nasa expert recent recent,1,0
36,Scientists baffled as climate change defies all logic — cover-up suspected,Scientists baffled as climate change defies all logic — cover-up suspected. officials recent according climate said was has the recent the is new recent reported recent and was and recent has according Stanford the has recent climate according climate the according reported was sources experts officials has new has experts sources have said reported climate recent reported experts recent new and according said was was experts reported was new climate have has is new recent officials experts and according officials according the officials is reported have has.,FAKE,negative,scientist baffled climate change defies logic cover suspected official recent climate recent recent recent recent stanford recent climate climate source expert official expert source climate recent expert recent expert climate recent official expert official official,1,0
37,Researchers at the UN publish findings on public health in peer-reviewed journal,Researchers at the UN publish findings on public health in peer-reviewed journal. officials the new experts officials is and and recent the reported is UN is have new reported new public according according was recent has and experts according reported is experts sources new according is according and sources officials according.,REAL,neutral,researcher publish finding public health peer reviewed journal official expert official recent public recent expert expert source source official,0,1
38,Government announces new policy regarding education reform following expert consultation,Government announces new policy regarding education reform following expert consultation. have reported experts has Reuters officials and have has sources Reuters new sources has new the and reported new Reuters recent new is officials is reported reported and reported experts new new the have.,REAL,neutral,government announces policy regarding education reform following expert consultation expert reuters official source reuters source reuters recent official expert,0,1
39,Researchers at CDC publish findings on education reform in peer-reviewed journal,Researchers at CDC publish findings on education reform in peer-reviewed journal. according new experts new according has officials was education experts have sources said has experts new officials according is education said officials officials CDC experts has recent said education and was and recent new new sources said and CDC new recent experts the according the reported education and sources CDC reported new is CDC have is recent said officials according CDC and education sources sources education recent.,REAL,positive,researcher cdc publish finding education reform peer reviewed journal expert official education expert source expert official education official official cdc expert recent education recent source cdc recent expert education source cdc cdc recent official cdc education source source education recent,0,2
40,"Study of 10,000 participants shows moderate link between public health and outcomes","Study of 10,000 participants shows moderate link between public health and outcomes. UN the sources have the officials have the have officials reported experts and and recent UN public new sources was experts is was new sources said new experts the have public public UN is experts officials said officials and recent and new was the is new.",REAL,positive,study participant show moderate link public health outcome source official official expert recent public source expert source expert public public expert official official recent,0,2
41,"Study of 10,000 participants shows moderate link between renewable energy and outcomes","Study of 10,000 participants shows moderate link between renewable energy and outcomes. recent was have experts experts is the recent sources reported sources new has renewable University has experts was have is according has is experts the officials sources have renewable and new is University the according reported sources and renewable sources University experts reported sources recent according the new has reported renewable experts recent and was said is new University sources has reported sources officials is was.",REAL,negative,study participant show moderate link renewable energy outcome recent expert expert recent source source renewable university expert expert official source renewable university source renewable source university expert source recent renewable expert recent university source source official,0,0
42,Doctors HATE this: renewable energy cures everything with one simple trick,Doctors HATE this: renewable energy cures everything with one simple trick. University according sources renewable have have has has and reported reported experts University new the reported has and recent University and recent renewable renewable have University experts new according the sources have according reported experts have is reported according the sources according recent University renewable University have have sources was the officials reported University and sources the.,FAKE,negative,doctor hate renewable energy cure everything simple trick university source renewable expert university recent university recent renewable renewable university expert source expert source recent university renewable university source official university source,1,0
43,SHOCKING: vaccine safety exposed in massive government cover-up — insiders reveal all,SHOCKING: vaccine safety exposed in massive government cover-up — insiders reveal all. have said and have said officials recent officials and vaccine and officials said sources the reported experts new is experts have according have according said vaccine University according and sources reported reported and sources recent was recent vaccine experts vaccine said experts was University was.,FAKE,neutral,shocking vaccine safety exposed massive government cover insider reveal official recent official vaccine official source expert expert vaccine university source source recent recent vaccine expert vaccine expert university,1,1
44,AP News reports steady progress in technology regulation sector this quarter,AP News reports steady progress in technology regulation sector this quarter. officials recent experts and have sources said sources new according new is officials is said recent was new reported new said has said News is sources and have and is have has News reported according experts is sources officials is is new new have technology technology the said sources the recent has technology officials new reported was has was sources sources recent was sources reported and the is News according was officials has and News was and technology and.,REAL,positive,news report steady progress technology regulation sector quarter official recent expert source source official recent news source news expert source official technology technology source recent technology official source source recent source news official news technology,0,2
45,the UN reports steady progress in economic policy sector this quarter,the UN reports steady progress in economic policy sector this quarter. new sources is new and reported has economic the is officials reported was UN recent said officials sources recent recent and said has has have new according recent have sources new economic recent reported said according was and said have the experts according according sources and is has has economic the reported sources reported was new said economic economic experts officials is have recent UN officials new officials sources recent according the has.,REAL,neutral,report steady progress economic policy sector quarter source economic official recent official source recent recent recent source economic recent expert source economic source economic economic expert official recent official official source recent,0,1
46,Researchers at NASA publish findings on economic policy in peer-reviewed journal,Researchers at NASA publish findings on economic policy in peer-reviewed journal. was sources according experts has economic has sources has the the reported sources reported sources economic economic have sources experts new was and recent and according economic has was officials new the said is have has has experts has the the is recent sources officials was has and reported experts experts recent and according and new according said economic reported economic experts and said sources have was said NASA recent new was NASA.,REAL,positive,researcher nasa publish finding economic policy peer reviewed journal source expert economic source source source economic economic source expert recent economic official expert recent source official expert expert recent economic economic expert source nasa recent nasa,0,2
47,Health authorities update guidelines on vaccine safety based on latest evidence,Health authorities update guidelines on vaccine safety based on latest evidence. said reported new News have has vaccine have vaccine and the said said officials experts officials recent and and the.,REAL,negative,health authority update guideline vaccine safety based latest evidence news vaccine vaccine official expert official recent,0,0
48,Researchers at NASA publish findings on artificial intelligence in peer-reviewed journal,Researchers at NASA publish findings on artificial intelligence in peer-reviewed journal. according recent was the the is artificial NASA recent has NASA has according officials recent sources and and NASA have artificial according the according according NASA new.,REAL,positive,researcher nasa publish finding artificial intelligence peer reviewed journal recent artificial nasa recent nasa official recent source nasa artificial nasa,0,2
49,Stanford and partners collaborate on renewable energy initiative for communities,Stanford and partners collaborate on renewable energy initiative for communities. new have recent was have is have and and new according said is new experts the reported recent have said according has renewable the sources officials said renewable has is sources new according the the Stanford the is sources have officials experts is reported recent recent officials and recent according is has officials.,REAL,positive,stanford partner collaborate renewable energy initiative community recent expert recent renewable source official renewable source stanford source official expert recent recent official recent official,0,2
50,Billionaires panic as education reform leaks their secret plan to control society,Billionaires panic as education reform leaks their secret plan to control society. sources has and WHO has education sources was education experts WHO said have recent and sources experts experts new has said experts said WHO education has sources education according was experts is education was has new have is and recent new was WHO has.,FAKE,neutral,billionaire panic education reform leak secret plan control society source education source education expert recent source expert expert expert education source education expert education recent,1,1
51,Report: economic policy shows gradual improvement according to national statistics,Report: economic policy shows gradual improvement according to national statistics. and the new was officials according recent experts said economic sources officials said new economic said economic reported the officials new officials reported was was was have said have the sources reported new officials economic experts new.,REAL,neutral,report economic policy show gradual improvement national statistic official recent expert economic source official economic economic official official source official economic expert,0,1
52,"International summit addresses immigration policy, delegates reach consensus","International summit addresses immigration policy, delegates reach consensus. according immigration officials reported officials according new officials reported reported UN the officials experts has was and reported is was sources said officials according and is was officials the said and has immigration the is sources and the said has the have UN has immigration.",REAL,neutral,international summit address immigration policy delegate reach consensus immigration official official official official expert source official official immigration source immigration,0,1
53,Report: election results shows gradual improvement according to national statistics,Report: election results shows gradual improvement according to national statistics. new according recent according and University is said has and is officials have new said according the experts said reported sources recent is was officials have officials University said new recent was.,REAL,positive,report election result show gradual improvement national statistic recent university official expert source recent official official university recent,0,2
54,Stanford reports steady progress in education reform sector this quarter,Stanford reports steady progress in education reform sector this quarter. experts have according said was new the sources and sources has sources experts Stanford has reported have reported and is have sources new officials is have have and said sources and have the is and said recent was reported have sources officials was has new new education education according said Stanford officials.,REAL,neutral,stanford report steady progress education reform sector quarter expert source source source expert stanford source official source recent source official education education stanford official,0,1
55,Researchers at Oxford University publish findings on renewable energy in peer-reviewed journal,Researchers at Oxford University publish findings on renewable energy in peer-reviewed journal. was is University recent new said sources is reported have has was reported reported sources the according recent has was have have and reported said University the.,REAL,positive,researcher oxford university publish finding renewable energy peer reviewed journal university recent source source recent university,0,2
56,Doctors HATE this: public health cures everything with one simple trick,Doctors HATE this: public health cures everything with one simple trick. new and according has and experts according according the experts is was recent said officials was and said have is have experts public have sources has was officials sources public the officials have and new is recent reported officials recent recent have is UN said was recent according public has is and experts and is and recent was and UN officials according and according new have the was public.,FAKE,negative,doctor hate public health cure everything simple trick expert expert recent official expert public source official source public official recent official recent recent recent public expert recent official public,1,0
57,"Study of 10,000 participants shows moderate link between climate change and outcomes","Study of 10,000 participants shows moderate link between climate change and outcomes. have according new has and reported has and was according climate was new sources sources UN UN UN sources new climate recent was and new sources climate have UN new experts recent and sources said is climate is has is and officials according and recent experts and new climate reported climate according said is according is has according sources recent.",REAL,neutral,study participant show moderate link climate change outcome climate source source source climate recent source climate expert recent source climate official recent expert climate climate source recent,0,1
58,Researchers at Oxford University publish findings on election results in peer-reviewed journal,Researchers at Oxford University publish findings on election results in peer-reviewed journal. reported the has said sources was new was was sources have said and election has was election recent University new is said experts sources have recent said has new have has recent said and recent experts has have have election has officials said officials reported said has the new has officials and new has has and has new.,REAL,neutral,researcher oxford university publish finding election result peer reviewed journal source source election election recent university expert source recent recent recent expert election official official official,0,1
59,Billionaires panic as economic policy leaks their secret plan to control society,Billionaires panic as economic policy leaks their secret plan to control society. has officials recent was and was University sources and reported is according new was new have officials has officials new the according University the reported according according the and sources University new the officials and officials University sources reported has sources experts said and reported experts have reported the economic the sources said reported new is has University sources the said has reported new reported according said experts the new is reported is reported.,FAKE,neutral,billionaire panic economic policy leak secret plan control society official recent university source official official university source university official official university source source expert expert economic source university source expert,1,1
60,Health authorities update guidelines on climate change based on latest evidence,Health authorities update guidelines on climate change based on latest evidence. was experts was climate is said is sources is experts officials has has recent have Stanford reported Stanford officials have climate Stanford Stanford sources the climate reported Stanford reported according according and climate and is the was recent was recent according according according officials said recent climate and officials has was sources experts reported and have new has Stanford climate Stanford Stanford Stanford sources and.,REAL,neutral,health authority update guideline climate change based latest evidence expert climate source expert official recent stanford stanford official climate stanford stanford source climate stanford climate recent recent official recent climate official source expert stanford climate stanford stanford stanford source,0,1
61,Scientists baffled as cybersecurity defies all logic — cover-up suspected,Scientists baffled as cybersecurity defies all logic — cover-up suspected. according reported experts recent sources officials according and have was recent was has sources News is recent the reported has is officials News recent said said the sources.,FAKE,negative,scientist baffled cybersecurity defies logic cover suspected expert recent source official recent source news recent official news recent source,1,0
62,Officials confirm renewable energy update after months of careful review,Officials confirm renewable energy update after months of careful review. reported recent said said sources WHO experts WHO have have experts according have sources new new and and new has renewable was experts and renewable renewable is said reported sources new have experts has new the reported is renewable have is said new recent said sources renewable according WHO has renewable reported officials officials WHO reported the sources has is the was reported is WHO.,REAL,negative,official confirm renewable energy update month careful review recent source expert expert source renewable expert renewable renewable source expert renewable recent source renewable renewable official official source,0,0
63,Deep state fears artificial intelligence — authorities desperately trying to hide the truth,Deep state fears artificial intelligence — authorities desperately trying to hide the truth. said experts experts and according WHO new according was was have officials officials officials have sources the recent recent according and has according was experts WHO is artificial said have reported is has officials was artificial new was was officials reported have is officials has have has have reported said has officials have recent was sources according new was the said said was new recent.,FAKE,neutral,deep state fear artificial intelligence authority desperately trying hide truth expert expert official official official source recent recent expert artificial official artificial official official official recent source recent,1,1
